name,floor,shop_number,category,name_en,name_tc,name_sc,raw_floor,source_url,source_section,extraction_method
Chinese Medicine Shop,G,置富第一城18座地下A舖,"Services, Education & Beauty",Chinese Medicine Shop,中醫陳金波診所,中医陈金波诊所,"Shop A, G/F, Block 18, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Elite Union Property (City One) Limited,G,置富第一城18座地下B舖,Banking & Real Estate Services,Elite Union Property (City One) Limited,晉聯地產(第一城)有限公司,晋联地产(第一城)有限公司,"Shop B, G/F, Block 18, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
金輝五金,G,置富第一城22座地下A舖,Homeware,金輝五金,金輝五金,金辉五金,"Shop A, G/F, Block 22, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
C Medical Villa Co,G,置富第一城23座地下F1舖,"Services, Education & Beauty",C Medical Villa Co,醫若莊中醫診所 (沙田),医若庄中医诊所 (沙田),"Shop F1, G/F, Block 23, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Ricacorp Properties,G,置富第一城23座地下F2舖,"Services, Education & Beauty",Ricacorp Properties,利嘉閣,利嘉阁,"Shop F2, G/F, Block 23, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Top Reliance,G,置富第一城23座地下G1舖,"Services, Education & Beauty",Top Reliance,高潔乾洗,高洁干洗,"Shop G1, G/F, Block 23, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Wong Kwong Hing Traditional Chinese Medicine Clinic,G,置富第一城23座地下G2舖,"Services, Education & Beauty",Wong Kwong Hing Traditional Chinese Medicine Clinic,黃廣興中醫診所,黄广兴中医诊所,"Shop G2, G/F, Block 23, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Catiline International Pre-School (Shatin) & Catiline Anglo-Chinese Kindergarten,G,嘉德麗國際幼兒園(沙田)&嘉德麗中英文幼稚園,"Services, Education & Beauty",Catiline International Pre-School (Shatin) & Catiline Anglo-Chinese Kindergarten,嘉德麗國際幼兒園(沙田)&嘉德麗中英文幼稚園,嘉德丽国际幼儿园(沙田)&嘉德丽中英文幼稚园,Blk 34-36,https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
a Shop,G,G93,Electronic & IT,a Shop,天龍科技,天龙科技,"Shop G93, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Bestmart 360°,G,G26-G27,Supermarket,Bestmart 360°,優品360°,优品360°,"Shop G26-G27, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Centaline Property,G,G28-G29,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop G28-G29, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Circle K Convenience Store,G,G1,"Leisure, Entertainment & Sports",Circle K Convenience Store,Circle K 便利店,Circle K 便利店,"Shop G1, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Circle K Convenience Store,G,"G33, G88-G89","Leisure, Entertainment & Sports",Circle K Convenience Store,Circle K 便利店,Circle K 便利店,"Shop G33, G88-G89, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Citibank (ATM),G,G95,Banking & Real Estate Services,Citibank (ATM),花旗銀行(自動櫃員機),花旗银行(自动柜员机),"Shop G95, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
eg mix & match,G,G4-G5,Fashion & Shoes,eg mix & match,eg mix & match,eg mix & match,"Shop G4-G5, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Emmanuel Hair Studio,G,G7,"Services, Education & Beauty",Emmanuel Hair Studio,以馬內利髮型設計,以马内利髮型设计,"Shop G7, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Footspot,G,G9-G10,Fashion & Shoes,Footspot,Footspot,Footspot,"Shop G9-G10, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Kumon Smart Education Centre,G,G42,"Services, Education & Beauty",Kumon Smart Education Centre,公文式思捷教育中心,公文式思捷教育中心,"Shop G42, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Marathon Sports,G,G6-G8,"Leisure, Entertainment & Sports",Marathon Sports,馬拉松,马拉松,"Shop G6-G8, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Century 21 Goodwin Property Consultants,G,G9,Banking & Real Estate Services,Century 21 Goodwin Property Consultants,世紀21奇豐物業顧問行,世纪21奇丰物业顾问行,"Shop G9, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Natural Home,G,G87,Homeware,Natural Home,Natural Home,Natural Home,"Shop G87, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
TryTry Organic,G,G94,Supermarket,TryTry Organic,嘗有機,尝有机,"Shop G94, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Life Hair Regenerate,G,G6,"Services, Education & Beauty",Life Hair Regenerate,再生活髮,再生活发,"Shop G6, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
SF Express,G,G41,"Services, Education & Beauty",SF Express,順豐速運,顺丰速运,"Shop G41, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Success Design,G,G10,Homeware,Success Design,成功設計,成功设计,"Shop G10, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Sunshine Laundry Convenience Store Co.,G,G45,"Services, Education & Beauty",Sunshine Laundry Convenience Store Co.,陽光洗衣便利店,阳光洗衣便利店,"Shop G45, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Little Prince Art,G,G40,"Services, Education & Beauty",Little Prince Art,小王子藝術,小王子艺术,"Shop G40, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
好煮意,G,M4,Wet Market,好煮意,好煮意,好煮意,"Shop M4 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Hang Lung-Hakuyosha (Hong Kong) Limited,G,G43,"Services, Education & Beauty",Hang Lung-Hakuyosha (Hong Kong) Limited,恒隆白洋舍,恒隆白洋舍,"Shop G43, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
JS Beaute Luxury,G,phase2-05,"Services, Education & Beauty",JS Beaute Luxury,JS Beaute Luxury,JS Beaute Luxury,"Shop G5, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Sha Tin District Councillor's Office of LAM Siu Man and LEUNG Kai Fai,G,phase2-39,"Services, Education & Beauty",Sha Tin District Councillor's Office of LAM Siu Man and LEUNG Kai Fai,林小文  梁家輝 沙田區議員辦事處,林小文 梁家辉 沙田区议员办事处,"Shop No. G39, G/F",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
7-Eleven,G,G76-G77,Tasty Snacks,7-Eleven,7-11便利店,7-11便利店,"Shop G76-G77, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Greenix,G,188,"Services, Education & Beauty",Greenix,養承健康生活空間,养承健康生活空间,"Shop 188, 1/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Beauty Dynasty,G,103,"Services, Education & Beauty",Beauty Dynasty,美容坊,美容坊,"Shop 103, 1/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
景品捕屋,G,122B-123,"Gift, Toys & Jewelry",景品捕屋,景品捕屋,景品捕屋,"Shop 122B - 123, 1/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
MPS Mads Philippine Product Store,G,M37,Wet Market,MPS Mads Philippine Product Store,MPS Mads Philippine Product Store,MPS Mads Philippine Product Store,"Shop M37 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Wai Yuen Tong,G,G27,"Services, Education & Beauty",Wai Yuen Tong,位元堂,位元堂,"Shop G27, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Gitti,G,G29,Fashion & Shoes,Gitti,Gitti,Gitti,"Shop G29, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
One Cuisine,G,G07A,Chinese Cuisine,One Cuisine,壹匯中菜廳,壹汇中菜厅,"Shop G7A, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Herbs Health,G,G28,"Services, Education & Beauty",Herbs Health,草姬,草姬,"Shop G28, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Hing Nam Nursing Home (City One) Limited,L4,410,"Services, Education & Beauty",Hing Nam Nursing Home (City One) Limited,慶楠護老院(一城)有限公司,庆楠护老院(一城)有限公司,"Shop 410, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
玉盈軒,G,M52,Wet Market,玉盈軒,玉盈軒,玉盈轩,"Shop M52, Fortune City One Market, 6 Lok Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
HSBC Express Banking,G,G90-G91,Banking & Real Estate Services,HSBC Express Banking,滙豐理財易中心,汇丰理财易中心,"Shop G90-G91, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Kims Collection,G,G39,Fashion & Shoes,Kims Collection,Kims Collection,Kims Collection,"Shop G39, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Mannings,G,G30-G32,"Services, Education & Beauty",Mannings,萬寧,万宁,"Shop G30-G32, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Hariky House,L4,412,"Services, Education & Beauty",Hariky House,慢活閣,慢活阁,"Shop 412, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Maple,G,127,Fashion & Shoes,Maple,Maple,Maple,"Shop 127, 1/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Inherit Music & Art Center,G,114,"Services, Education & Beauty",Inherit Music & Art Center,藝承音樂藝術中心,艺承音乐艺术中心,"Shop 114, 1/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
"Orient Exchange Co., (HK) Ltd.",G,M47,Wet Market,"Orient Exchange Co., (HK) Ltd.","Orient Exchange Co., (HK) Ltd.","Orient Exchange Co., (HK) Ltd.","Shop M47 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Paramatta Estate Management Ltd.,L4,406,Banking & Real Estate Services,Paramatta Estate Management Ltd.,百得物業管理有限公司,百得物业管理有限公司,"Shop 406, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Prizesmart,G,M56,Wet Market,Prizesmart,Prizesmart,Prizesmart,"Shop M56 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
School Driver,G,G94,"Gift, Toys & Jewelry",School Driver,School Driver,School Driver,"Shop G94, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
The Fam Box Co.,G,G42,"Gift, Toys & Jewelry",The Fam Box Co.,The Fam Box Co.,The Fam Box Co.,"Shop G42, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Strawberry,G,G40,Fashion & Shoes,Strawberry,Strawberry,Strawberry,"ShopG40 , G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
iEAT153,G,G95-G96,Supermarket,iEAT153,iEAT153,iEAT153,"Shop G95-G96, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Telecom Digital and Sun Mobile,G,G84A,Electronic & IT,Telecom Digital and Sun Mobile,Telecom Digital and Sun Mobile,Telecom Digital and Sun Mobile,"Shop G84A, G/F, Fortune City One . Plus",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Square Fitness,G,138-140,"Leisure, Entertainment & Sports",Square Fitness,Square Fitness,Square Fitness,"Shop 138-140, Fortune City One, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Watsons,G,G24B & G25-G26,"Services, Education & Beauty",Watsons,屈臣氏,屈臣氏,"Shop G24B & G25-G26, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
Wing Wah Dispensary,G,G35-G36,"Services, Education & Beauty",Wing Wah Dispensary,榮華蔘茸中西藥房,荣华蔘茸中西药房,"Shop G35-G36, G/F, Fortune City One",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
三潤麵皇,G,M15,Wet Market,三潤麵皇,三潤麵皇,三润面皇,"Shop M15 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
三寶坊,G,M17,Wet Market,三寶坊,三寶坊,三宝坊,"Shop M17 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
上海時裝訂做改衣,G,M50,Wet Market,上海時裝訂做改衣,上海時裝訂做改衣,上海时装订做改衣,"Shop M50 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
公記鷄鴨,G,M33,Wet Market,公記鷄鴨,公記鷄鴨,公记鸡鸭,"Shop M33 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
友信興肉檔,G,M10,Wet Market,友信興肉檔,友信興肉檔,友信兴肉檔,"Shop M10 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
營火食品,G,M51,Wet Market,營火食品,營火食品,營火食品,"Shop M51 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
平記粉麵,G,M26,Wet Market,平記粉麵,平記粉麵,平記粉面,"Shop M26 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
合益牛肉,G,M32,Wet Market,合益牛肉,合益牛肉,合益牛肉,"Shop M32 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
名峰水電裝修工程公司,G,M63,Wet Market,名峰水電裝修工程公司,名峰水電裝修工程公司,名峰水电装修工程公司,"Shop M63 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
新明利佛具香莊,G,M59,Wet Market,新明利佛具香莊,新明利佛具香莊,新明利佛具香庄,"Shop M59 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
均興蔘茸藥業公司,G,M71,Wet Market,均興蔘茸藥業公司,均興蔘茸藥業公司,均兴参茸药业公司,"Shop M71, Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
林鴻興豆腐芽菜,G,M16,Wet Market,林鴻興豆腐芽菜,林鴻興豆腐芽菜,林鸿兴豆腐豆芽菜,"Shop M16 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
平安跌打痛症中醫診所,G,M70,Wet Market,平安跌打痛症中醫診所,平安跌打痛症中醫診所,平安跌打痛症中医诊所,"Shop M70 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
泉記,G,M28,Wet Market,泉記,泉記,泉记,"Shop M28 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
樣樣齊鮮菜,G,M19,Wet Market,樣樣齊鮮菜,樣樣齊鮮菜,样样齐鲜菜,"Shop M19 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
泰興豆腐芽菜,G,M40,Wet Market,泰興豆腐芽菜,泰興豆腐芽菜,泰兴豆腐豆芽菜,"Shop M40 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
偉業水電冷氣裝修工程公司,G,M38,Wet Market,偉業水電冷氣裝修工程公司,偉業水電冷氣裝修工程公司,伟业水电冷气装修工程公司,"Shop M38 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
堅昌肉枱,G,M30,Wet Market,堅昌肉枱,堅昌肉枱,堅昌肉枱,"Shop M30 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
第一花店,G,M55,Wet Market,第一花店,第一花店,第一花店,"Shop M55 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
陸記燒臘,G,M22,Wet Market,陸記燒臘,陸記燒臘,陆记烧腊,"Shop M22 ,Fortune City One Market, 1-2 Ngan Shing Street, Shatin",https://www.fortunemalls.com.hk/get/shopping?mall_id=4,api,ai_config_api_variation
